ecz,year,cdf_release,cdf_disbursed,cdf_expenditure,cdf_burn_rate,projects_release,projects_expenditure,project_burn_rate,loans_issued,loans_due,loans_recovered,repay_rate
pambashe,2023,27.26147,26.209038,22.979271,0.8429211997738933,15.331978,1.541817,0.1005621714301964,6.07132,1.599885,0.330778,0.20675111023604825
pambashe,2024,19.2375,16.5,35.202569,0.7798513392814221,25.515716,15.899848,0.6231394016142835,6.597867,4.430099,0.351275,0.07929281038640446
pemba,2022,25.739911,23.739911,5.203362,0.20215151482070004,11.938162,1.717715,0.14388437684125915,NA,NA,NA,NA
pemba,2023,27.26147,26.22294,36.061017,1.3227832908496864,15.32445,8.006297,0.5224524860598586,2.489032,3.38751,0.289215,0.0853768697361779
pemba,2024,29.6,26.75,37.306842,0.9692199968543798,24.806725,25.489976,1.0275429747376972,3.562463,3.740586,0.081523,0.02179417877305855
petauke,2022,25.739911,23.739911,4.358899,0.16934398102619702,11.938162,0.881123,0.07380725776715041,NA,NA,NA,NA
petauke,2023,27.26147,26.209038,25.680527,0.942008152898578,14.762086,4.578625,0.3101611113768068,3.37036,0.990737,0,0
petauke,2024,14.566544,11.841544,49.835701,0.9758330086639868,28.466961,27.97467,0.9827065839588568,6.108489,4.553805,0.262973,0.05774797120210461
roan,2022,25.739911,23.739911,4.336076,0.16845730352369906,11.938162,0,0,NA,NA,NA,NA
roan,2023,28.198218,28.082534,50.315931,1.7843656290620915,15.216297,0,0,3.2427,2.99728,0.479415,0.1599500213526931
roan,2024,17.7,15,35.981867,0.881883453359744,24.842895,20.495068,0.8249871039586972,3.405,6.416506,0.943944,0.14711183937177025
rufunsa,2022,25.739911,23.739911,21.018085,0.8165562421719329,11.938162,3.276624,0.27446637095392074,NA,NA,NA,NA
rufunsa,2023,21.883604,15.453306,37.60176,1.7182617634645554,11.5881,10.330229,0.8914514890275369,0.5613,NA,0,NA
rufunsa,2024,35.516856,32.486856,30.929703,0.8825137760353694,21.957023,16.91005,0.7701431109308398,3.288763,3.453201,0.35228,0.10201549229251353
senanga,2022,25.739911,23.739911,10.88085,0.42272290685076575,11.938162,2.067409,0.17317649065241367,NA,NA,NA,NA
senanga,2023,27.26147,26.209038,19.1128,0.7010920540968627,14.216546,0,0,2.926,3.14545,0.17955,0.05708245243128964
senanga,2024,8.885618,6.075618,28.333594,0.8641098420300767,20.693591,13.435524,0.6492601501595349,6.954612,11.085906,0.38631,0.03484694890972375
senga hill,2022,25.739911,23.739911,4.249075,0.1650772996068246,12.855162,1.348629,0.10490952972821346,NA,NA,NA,NA
senga hill,2023,28.198221,28.096442,18.646058,0.6612494454880682,15.290793,2.276428,0.14887573195190074,0,0,0,NA
senga hill,2024,23.745381,20.790381,45.157489,0.8689705609270562,30.791802,29.38571,0.954335507873167,7.5808,1.451342,0.486665,0.33532068940332466
serenje,2022,25.739911,23.739911,3.374384,0.13109540277742218,11.938162,1.774655,0.14865395527385203,NA,NA,NA,NA
serenje,2023,27.26147,26.209038,19.351687,0.7098548610914965,14.279546,0.986137,0.06905940847138978,2.3862,0.553247,0.326778,0.5906548069849452
serenje,2024,11.118446,8.343446,33.633115,0.7816780615770464,25.574757,19.351936,0.7566811289741677,6.710948,3.085816,1.534437,0.4972548590064994
sesheke,2022,25.739911,23.739911,6.733996,0.2616169107966224,11.938162,2.867614,0.24020565309802297,NA,NA,NA,NA
sesheke,2023,27.473155,26.632408,21.250833,0.7735126526239887,14.44876,0,0,6.119671,6.578646,0,0
sesheke,2024,3.537566,0.725066,22.826875,0.8369561789974803,13.504581,9.06666,0.6713766239767084,3.969974,2.600179,1.296935,0.4987868142924006
shangombo,2022,25.739911,23.739911,9.309994,0.3616948792091783,11.938162,4.30274,0.3604189656665741,NA,NA,NA,NA
shangombo,2023,28.198221,28.08254,34.862658,1.236342462880903,15.216297,12.19102,0.8011817855553162,6.117463,6.576273,0.103349,0.01571543638775336
shangombo,2024,18.468408,15.693408,25.77898,0.9815948257168068,15.161,14.791955,0.9756582679242796,4.419944,5.664483,1.258462,0.222167142173434
shiwang'andu,2022,25.739911,23.739911,6.576085,0.2554820410995205,11.938162,2.56232,0.2146327047664456,NA,NA,NA,NA
shiwang'andu,2023,27.26147,26.22294,21.727276,0.7969957599498486,14.284335,9.618941,0.6733908858900327,4.62065,0.270683,NA,NA
shiwang'andu,2024,10.46948,7.32948,34.363708,0.9533378440915398,26.410636,25.877509,0.979813927994767,NA,NA,NA,NA
siavonga,2022,25.739911,23.739911,5.631956,0.2188024659448123,11.938162,2.786008,0.23336992746454605,NA,NA,NA,NA
siavonga,2023,27.26147,26.22294,34.615813,1.2697705956428615,14.279546,5.54021,0.3879822229642315,3.40765,NA,0.091736,NA
siavonga,2024,9.910386,7.210386,20.319798,0.9537555389481116,7.661017,9.160336,1.1957075672851267,2.127,3.788538,0.999198,0.2637423723874487
sikongo,2022,25.739911,23.739911,10.495451,0.40775008895718406,11.938162,3.074092,0.25750128034784586,NA,NA,NA,NA
sikongo,2023,27.26147,26.209038,31.432374,1.1529962984387856,14.762086,11.58918,0.7850638453129185,5.505814,5.91875,0.208522,0.03523074973600845
sikongo,2024,17.90228,15.09228,31.835864,0.9869376526228129,21.473249,19.507531,0.9084573554751776,4.487719,2.575259,0.722562,0.2805783806599647
sinazongwe,2022,25.739911,23.739911,5.695855,0.22128495316087143,11.938162,1.122156,0.09399738418694605,NA,NA,NA,NA
sinazongwe,2023,27.26147,26.22294,25.885002,0.9495086655268408,14.332167,0.99412,0.06936285350289317,5.88459,1.471148,0.28721,0.1952284882282408
sinazongwe,2024,24.491544,21.641544,35.704775,0.7904402681523245,30.754342,22.229673,0.7228141314159803,3.474247,0.849235,0.149082,0.17554858195905726
sinda,2022,25.977038,23.739911,2.966507,0.11419727684118566,11.938162,0,0,NA,NA,NA,NA
sinda,2023,28.198221,28.08254,24.517636,0.8694745672076263,14.916953,10.342243,0.6933214175844088,5.955905,7.441135,0.333376,0.04480176747230093
sinda,2024,37.948209,35.840715,36.390688,0.7053702061367172,43.277607,29.192443,0.6745392137786177,3.71988,1.155444,0.2906,0.25150504914128247
sioma,2022,25.739911,23.739911,9.633808,0.3742751091874405,11.938162,4.871606,0.40807001948876215,NA,NA,NA,NA
sioma,2023,28.198221,28.096442,16.108271,0.5712513211383087,15.269337,2.24162,0.1468053262561433,1.6136,1.73462,0.010929,0.00630051538665529
sioma,2024,11.81,10,31.620283,0.7723421665005323,28.073554,19.279084,0.6867347112517354,5.495875,1.69082,0.63082,0.3730852485776132
solwezi central,2022,25.739911,23.739911,6.101403,0.23704056319386652,11.938162,0.89504,0.074973015109026,NA,NA,NA,NA
solwezi central,2023,28.198221,28.06414,20.990693,0.7443977760157281,15.269331,0.609773,0.03993449352823643,1.629,0.214087,0.050738,0.23699710865209003
solwezi central,2024,10.7,8,34.345701,0.9095216673060156,23.399567,14.611094,0.6244172808838727,2.31,0.346285,0.044438,0.12832782245837965
solwezi east,2022,25.739911,23.739911,9.981669,0.3877895692801735,11.938162,3.568056,0.2988781690179778,NA,NA,NA,NA
solwezi east,2023,28.198221,28.08254,35.123376,1.2455883653085775,15.269337,6.063388,0.3970956957725145,5.112677,1.100931,0.602767,0.5475066103143612
solwezi east,2024,24.563266,21.863266,32.059949,0.9066820993293032,20.616573,15.19848,0.7371972053745305,4.642,0.610811,0.228389,0.37391107887709946
solwezi west,2022,25.7,23.739911,11.143718,0.43360770428015566,11.938162,4.97191,0.41647198287307546,NA,NA,NA,NA
solwezi west,2023,28.198221,28.08335,33.948133,1.2039104523650623,15.269337,7.906802,0.5178222210957817,4.920867,1.251392,0.262438,0.20971685930547743
solwezi west,2024,22.920241,20.220241,27.161064,0.8373869113352065,16.221885,12.893308,0.7948094811422963,0.5625,0.083638,0.03708,0.4433391520600684
vubwi,2022,25.739911,23.739911,5.658312,0.2198264011091569,11.938162,1.167544,0.09779930947494264,NA,NA,NA,NA
vubwi,2023,27.26147,26.209038,39.628266000000004,1.4536364326648563,16.138294,12.938294,0.8017138614527657,3.07,0.44622,0.171491,0.38431939402088655
vubwi,2024,24.621291,21.846291,30.677139,0.9627608417436044,20.165419,19.872452,0.9854718119172232,3.88485,0.999567,0.238041,0.23814411640240224
wusakile,2022,25.739911,23.739911,6.546261,0.25432337353458606,11.938162,0.324457,0.02717813680196331,NA,NA,NA,NA
wusakile,2023,28.198218,28.082534,27.49115,0.974925082145262,15.216297,2.091943,0.13748042641386404,6.136672,0.289648,0.191472,0.6610506545876375
wusakile,2024,7.502826,4.546651,25.119921,0.9512177499910918,17.681612,10.126325,0.5727037218099797,3.859954,4.616096,1.784421,0.38656496745301655
zambezi east,2022,25.739911,23.739911,4.376238,0.17001760417897327,11.938162,0.631209,0.05287321448645109,NA,NA,NA,NA
zambezi east,2023,28.198221,NA,27.441686,0.9731708252091508,15.269331,11.666587,0.7640535790336852,5.808657,0.489126,0.813708,1.6635958832693416
zambezi east,2024,20.537565,19.075065,30.040105,0.6950720535457204,32.241138,19.121862,0.5930889288089025,3.492461,6.951772,0.362748,0.05218065264510976
zambezi west,2022,25.739911,23.739911,3.886406,0.15098754614963508,11.938162,0.844015,0.070698906582102,NA,NA,NA,NA
zambezi west,2023,28.198221,NA,26.49045,0.939436924052762,15.269331,11.666587,0.7640535790336852,5.808657,0.489126,0.813708,1.6635958832693416
zambezi west,2024,25.910722,24.448222,35.566105,0.8264263870293034,32.39752,26.925333,0.8310924107771213,3.492,6.280152,0.241752,0.03849460968460636
